spEmitCode,year,score__energy_co2,score__adjusted_emissions,score__total_emissions,score__non_energy_co2,score__energy_co2_pre_allocation,score__total,rank__total,n_scored_metrics
580000120,2023,0.9972677595628415,0.9971910112359551,0.9972677595628415,,,0.9972433396406505,1.0,3
580006221,2023,0.9972677595628415,0.9775280898876404,0.9972677595628415,,,0.9909869555752776,2.0,3
420015816,2023,0.9890710382513661,0.9831460674157303,0.9890710382513661,,,0.9871858202582093,3.0,3
985405005,2023,0.9836065573770492,0.9606741573033708,0.9836065573770492,,,0.9763098846263335,4.0,3
280263436,2023,0.9781420765027322,0.9719101123595506,0.9781420765027322,,,0.9761591788208108,5.0,3
580038181,2023,0.9726775956284153,0.949438202247191,0.9726775956284153,,,0.965283243188935,6.0,3
260094087,2023,0.9672131147540983,0.9550561797752809,0.9672131147540983,,,0.9633449990790202,7.0,3
400095131,2023,0.9453551912568307,0.9887640449438202,0.9453551912568307,,,0.9591670992481456,8.0,3
985036501,2023,0.9398907103825137,0.9971910112359551,0.9398907103825137,,,0.958122624290427,9.0,3
800162996,2023,0.9617486338797814,0.9382022471910112,0.9617486338797814,,,0.9542566017515363,10.0,3
985642304,2023,0.9508196721311475,,0.9508196721311475,,,0.9508196721311475,11.0,2
580006526,2023,0.9562841530054644,0.9325842696629213,0.9562841530054644,,,0.9487432810328372,12.0,3
985146306,2023,0.9289617486338798,0.9662921348314607,0.9289617486338798,,,0.9408395987876557,13.0,3
985091807,2023,0.9344262295081968,0.9269662921348315,0.9344262295081968,,,0.932052613071217,14.0,3
400231841,2023,0.9234972677595629,0.9044943820224719,0.9234972677595629,,,0.9174508950250341,15.0,3
985456201,2023,0.907103825136612,0.9157303370786517,0.907103825136612,,,0.9098486243908974,16.0,3
985101000,2023,0.9180327868852459,0.8820224719101124,0.9180327868852459,,,0.9065749593931581,17.0,3
985851108,2023,0.912568306010929,0.8707865168539326,0.912568306010929,,,0.8992741003700666,18.0,3
985780104,2023,0.8688524590163934,0.9438202247191011,0.8688524590163934,,0.9333333333333333,0.8960914635394283,19.0,4
580028819,2023,0.9016393442622951,0.8651685393258427,0.9016393442622951,,,0.8900349972370603,20.0,3
580191442,2023,0.8961748633879781,0.8426966292134831,0.8961748633879781,,,0.8791590616051845,21.0,3
985794404,2023,0.8633879781420765,0.9101123595505618,0.8633879781420765,,,0.8782548267720492,22.0,3
985786805,2023,0.8524590163934426,0.9213483146067416,0.8524590163934426,,,0.8743783385522197,23.0,3
580031215,2023,0.8743169398907104,,0.8743169398907104,,,0.8743169398907102,24.0,2
500107029,2023,0.8907103825136612,0.8258426966292135,0.8907103825136612,,,0.8700706642777007,25.0,3
580000489,2023,0.8797814207650273,0.848314606741573,0.8797814207650273,,,0.8697692526666557,26.0,3
800351401,2023,0.8852459016393442,0.8202247191011236,0.8852459016393442,,,0.8645573435590014,27.0,3
580021818,2023,0.8579234972677595,0.8089887640449438,0.8579234972677595,,,0.8423533548786819,28.0,3
986331452,2023,0.8415300546448088,,0.8415300546448088,,,0.8415300546448087,29.0,2
580014081,2023,0.8087431693989071,0.898876404494382,0.8087431693989071,,,0.8374219260201946,30.0,3
985836308,2023,0.819672131147541,0.8595505617977528,0.819672131147541,,,0.8323607227180629,31.0,3
581100003,2023,0.8469945355191257,0.7921348314606742,0.8469945355191257,,,0.8295391751368912,32.0,3
740054417,2023,0.8306010928961749,0.8033707865168539,0.8306010928961749,,,0.8219369045027546,33.0,3
985376100,2023,0.825136612021858,0.797752808988764,0.825136612021858,,,0.8164235837840554,34.0,3
580004129,2023,0.8360655737704918,0.7696629213483146,0.8360655737704918,,,0.8149374570907082,35.0,3
500015052,2023,0.7704918032786885,0.8932584269662921,0.7704918032786885,,,0.8095539108156534,36.0,3
985681705,2023,0.7868852459016393,0.8370786516853933,0.7868852459016393,,,0.802855875014652,37.0,3
985331903,2023,0.8142076502732241,0.7752808988764045,0.8142076502732241,,,0.8018218657378725,38.0,3
985134029,2023,0.8032786885245902,0.7808988764044944,0.8032786885245902,,,0.7961578392136507,39.0,3
600019161,2023,0.7978142076502732,0.7584269662921348,0.7978142076502732,,,0.7852819035817749,40.0,3
710038762,2023,0.7923497267759563,0.7415730337078652,0.7923497267759563,,,0.776193506254291,41.0,3
580042649,2023,0.7759562841530054,,0.7759562841530054,,,0.7759562841530053,42.0,2
430018867,2023,0.7814207650273224,0.7471910112359551,0.7814207650273224,,,0.7705294797300694,43.0,3
987601839,2023,0.7158469945355191,0.8764044943820225,0.7213114754098361,,,0.7681753992308423,44.0,3
985794601,2023,0.726775956284153,0.8146067415730337,0.73224043715847,,,0.7559640427111417,45.0,3
985035755,2023,0.7650273224043715,0.7359550561797753,0.7650273224043715,,,0.7557770558783637,46.0,3
675007221,2023,0.7486338797814208,0.7640449438202247,0.7540983606557377,,,0.7547793276288395,47.0,3
400108462,2023,0.73224043715847,0.7865168539325843,0.7377049180327869,,,0.7507521336034876,48.0,3
985866101,2023,0.7595628415300546,0.7303370786516854,0.7595628415300546,,,0.7502637351596644,49.0,3
500011492,2023,0.6885245901639344,0.8539325842696629,0.6721311475409836,,,0.7374286240559957,50.0,3
200106551,2023,0.7431693989071039,0.7191011235955056,0.7486338797814208,,,0.7367532387793948,51.0,3
348007181,2023,0.7540983606557377,0.7078651685393258,0.7158469945355191,,,0.7306943072277388,52.0,3
985855107,2023,0.6775956284153005,0.8314606741573034,0.6885245901639344,,,0.7290365433669911,53.0,3
400108551,2023,0.7377049180327869,0.6910112359550562,0.7431693989071039,,,0.7240897648431266,54.0,3
580001842,2023,0.7103825136612022,0.7134831460674157,0.7103825136612022,,,0.7113690785177248,55.0,3
985302607,2023,0.7049180327868853,0.6741573033707865,0.7049180327868853,,,0.695130527972672,56.0,3
988792136,2023,0.6612021857923497,0.7528089887640449,0.6612021857923497,,,0.6903498049197073,57.0,3
985073809,2023,0.7213114754098361,0.6179775280898876,0.726775956284153,,,0.6896744196431064,58.0,3
985815308,2023,0.6939890710382514,0.6685393258426966,0.6775956284153005,,,0.6821656424253589,59.0,3
430016693,2023,0.5846994535519126,0.8876404494382022,0.5846994535519126,,,0.681089770424823,60.0,3
400001985,2023,0.6830601092896175,0.6629213483146067,0.6939890710382514,,,0.679136176649531,61.0,3
800003425,2023,0.6994535519125683,0.6348314606741573,0.6994535519125683,,,0.6788919774276195,62.0,3
580189711,2023,0.6557377049180327,0.7247191011235955,0.6557377049180327,,,0.6776863309834391,63.0,3
430015561,2023,0.6721311475409836,0.6797752808988764,0.6830601092896175,,,0.6770472267340936,64.0,3
985475903,2023,0.6666666666666666,0.6404494382022472,0.6666666666666666,,,0.6583248212461696,65.0,3
580004067,2023,0.6502732240437158,0.6573033707865169,0.6502732240437158,,,0.6525100889164254,66.0,3
810002001,2023,0.6338797814207651,0.6853932584269663,0.6338797814207651,,,0.6502704331954656,67.0,3
580304671,2023,0.644808743169399,0.6123595505617978,0.644808743169399,,,0.6344840000669805,68.0,3
985115201,2023,0.6284153005464481,0.6292134831460674,0.6284153005464481,,,0.6286692677372361,69.0,3
580016326,2023,0.639344262295082,0.5955056179775281,0.639344262295082,,,0.6253956027394967,70.0,3
985724508,2023,0.6065573770491803,0.5842696629213483,0.6010928961748634,0.7804878048780488,,0.6200955722579882,71.0,4
987070351,2023,0.6174863387978142,0.6067415730337079,0.6174863387978142,,,0.6140675496910533,72.0,3
400095186,2023,0.5628415300546448,0.702247191011236,0.5683060109289617,,,0.6084398041940868,73.0,3
985347402,2023,0.5901639344262295,0.6460674157303371,0.5901639344262295,,,0.6079514057502639,74.0,3
580363860,2023,0.5683060109289617,0.5730337078651685,0.5737704918032787,,1.0,0.6067978551400913,75.0,4
985351601,2023,0.6120218579234973,0.601123595505618,0.5956284153005464,,,0.604828446558047,76.0,3
400090555,2023,0.6010928961748634,0.5898876404494382,0.6120218579234973,,,0.6000114424778268,77.0,3
580011642,2023,0.6229508196721312,0.5393258426966292,0.6229508196721312,,,0.5963428724526534,78.0,3
440052174,2023,0.5956284153005464,0.5786516853932584,0.6065573770491803,,,0.5927105834547354,79.0,3
500025003,2023,0.5300546448087432,0.5674157303370787,0.5191256830601093,0.9512195121951219,,0.5888697404933159,80.0,4
580123424,2023,0.5355191256830601,0.6966292134831461,0.5355191256830601,,,0.5867814263467239,81.0,3
985471403,2023,0.5519125683060109,0.651685393258427,0.5519125683060109,,,0.583658467154507,82.0,3
400014025,2023,0.5737704918032787,0.5449438202247191,0.5628415300546448,0.7317073170731707,,0.5824656504439423,83.0,4
580045257,2023,0.5792349726775956,,0.5792349726775956,,,0.5792349726775956,84.0,2
985384406,2023,0.5573770491803278,0.5617977528089888,0.5573770491803278,,,0.5587836366985383,85.0,3
985710807,2023,0.546448087431694,0.550561797752809,0.546448087431694,,,0.5477569952611397,86.0,3
985083805,2023,0.5409836065573771,0.5561797752808989,0.5409836065573771,,,0.545818751151225,87.0,3
985681302,2023,0.4808743169398907,0.48314606741573035,0.46994535519125685,1.0,,0.5416196966906122,88.0,4
985350103,2023,0.5245901639344263,0.4887640449438202,0.4972677595628415,0.6829268292682927,,0.5280947695828037,89.0,4
530011724,2023,0.5191256830601093,0.5280898876404494,0.5300546448087432,,,0.5244617849149071,90.0,3
430113534,2023,0.47540983606557374,0.6235955056179775,0.4808743169398907,,,0.5238017493036834,91.0,3
985741607,2023,0.5136612021857924,0.5337078651685393,0.5245901639344263,,,0.5225235408049924,92.0,3
570009570,2023,0.5081967213114754,0.5056179775280899,0.5136612021857924,,,0.5086181393972885,93.0,3
985043309,2023,0.5027322404371585,0.5112359550561798,0.5081967213114754,,,0.5066798952873737,94.0,3
400096862,2023,0.4972677595628415,0.5168539325842697,0.5027322404371585,,,0.504741651177459,95.0,3
580038870,2023,0.4918032786885246,0.5224719101123596,0.4918032786885246,,,0.5015614795961085,96.0,3
500032213,2023,0.46994535519125685,0.5,0.48633879781420764,,,0.4832339791356186,97.0,3
985711303,2023,0.43169398907103823,0.4606741573033708,0.44808743169398907,,0.8,0.47425400626266345,98.0,4
400083612,2023,0.4644808743169399,0.46629213483146065,0.47540983606557374,,0.5333333333333333,0.4730237305826734,99.0,4
580349898,2023,0.453551912568306,0.47191011235955055,0.4644808743169399,,,0.4618770128993007,100.0,3
580002410,2023,0.4426229508196721,0.4550561797752809,0.3770491803278688,0.6585365853658537,,0.45889913697442375,101.0,4
580002241,2023,0.45901639344262296,0.43820224719101125,0.45901639344262296,,,0.45239371054438293,102.0,3
985744304,2023,0.4371584699453552,0.4943820224719101,0.4207650273224044,,,0.45164018151677027,103.0,3
985732902,2023,0.44808743169398907,0.42696629213483145,0.453551912568306,,,0.4426089965784202,104.0,3
985712409,2023,0.4262295081967213,0.43258426966292135,0.4426229508196721,,,0.43197726016845567,105.0,3
985354701,2023,0.48633879781420764,0.38202247191011235,0.3989071038251366,0.3902439024390244,,0.4281125003182248,106.0,4
370021004,2023,0.4207650273224044,0.42134831460674155,0.43169398907103823,,,0.4234344736739285,107.0,3
985821708,2023,0.41530054644808745,0.4157303370786517,0.4371584699453552,,,0.42040500789810065,108.0,3
985681204,2023,0.36065573770491804,0.3539325842696629,0.37158469945355194,0.8536585365853658,,0.42011938295842705,109.0,4
900001432,2023,0.33879781420765026,0.3258426966292135,0.32786885245901637,0.9024390243902439,0.6,0.4153903094054375,110.0,5
985646205,2023,0.4098360655737705,0.4044943820224719,0.4262295081967213,,,0.4118622214035735,111.0,3
985033106,2023,0.3879781420765027,0.4438202247191011,0.40437158469945356,,,0.40947185987709106,112.0,3
580010082,2023,0.3224043715846995,0.3202247191011236,0.3442622950819672,0.975609756097561,,0.40455029973029516,113.0,4
985612501,2023,0.40437158469945356,0.33146067415730335,0.33879781420765026,0.6341463414634146,,0.3984147464609662,114.0,4
580002877,2023,0.3442622950819672,0.3089887640449438,0.366120218579235,0.8292682926829268,,0.3969580108031694,115.0,4
250294997,2023,0.3989071038251366,0.3651685393258427,0.41530054644808745,,,0.3918978884442138,116.0,3
580002189,2023,0.39344262295081966,0.37640449438202245,0.4098360655737705,,,0.39174718263869124,117.0,3
985530701,2023,0.3770491803278688,0.4101123595505618,0.3879781420765027,,,0.390053137750688,118.0,3
985794057,2023,0.3825136612021858,0.39325842696629215,0.39344262295081966,,,0.3884163052518183,119.0,3
985176001,2023,0.37158469945355194,0.38764044943820225,0.3825136612021858,,,0.3791772021188121,120.0,3
580002803,2023,0.2896174863387978,0.28651685393258425,0.29508196721311475,0.8780487804878049,,0.3604539607378023,121.0,4
530004309,2023,0.34972677595628415,0.34831460674157305,0.36065573770491804,,,0.35176130433083835,122.0,3
985462709,2023,0.3333333333333333,0.398876404494382,0.3224043715846995,,,0.35170409194170477,123.0,3
430105873,2023,0.3005464480874317,0.449438202247191,0.30601092896174864,,,0.3491630246096999,124.0,3
580024346,2023,0.366120218579235,0.3146067415730337,0.3551912568306011,,,0.34724571186166325,125.0,3
985814507,2023,0.32786885245901637,0.3595505617977528,0.34972677595628415,,,0.3429171062252661,126.0,3
985794807,2023,0.2677595628415301,0.47752808988764045,0.2786885245901639,,,0.3369879491172547,127.0,3
985426300,2023,0.3551912568306011,0.33707865168539325,0.28415300546448086,,,0.33328309806482587,128.0,3
580064771,2023,0.30601092896174864,0.3707865168539326,0.3114754098360656,,,0.3278632707625156,129.0,3
985793701,2023,0.273224043715847,0.29213483146067415,0.21311475409836064,0.4146341463414634,0.8666666666666667,0.32666643704565623,130.0,5
989496732,2023,0.3114754098360656,0.34269662921348315,0.31693989071038253,,,0.3226513616548614,131.0,3
985794306,2023,0.31693989071038253,0.29775280898876405,0.3333333333333333,,,0.3145606925769019,132.0,3
985496609,2023,0.26229508196721313,0.2808988764044944,0.273224043715847,,0.6666666666666666,0.30369568776734,133.0,4
985454402,2023,0.23497267759562843,0.21910112359550563,0.24043715846994534,0.7560975609756098,,0.29415652465605524,134.0,4
400095060,2023,0.28415300546448086,0.30337078651685395,0.2896174863387978,,,0.2915096814525807,135.0,3
985670407,2023,0.29508196721311475,0.2752808988764045,0.3005464480874317,,,0.2900235547592335,136.0,3
400004029,2023,0.20765027322404372,0.19101123595505617,0.20218579234972678,0.7073170731707317,,0.26185846260746637,137.0,4
985795009,2023,0.2568306010928962,0.2696629213483146,0.2568306010928962,,,0.26091361208325664,138.0,3
580003239,2023,0.2786885245901639,0.23595505617977527,0.22950819672131148,0.2682926829268293,,0.2556395868618845,139.0,4
580001341,2023,0.25136612021857924,0.24719101123595505,0.2677595628415301,,,0.2537634588656877,140.0,3
985757509,2023,0.2459016393442623,0.25280898876404495,0.26229508196721313,,,0.2518252147557729,141.0,3
580085029,2023,0.24043715846994534,0.2303370786516854,0.25136612021857924,,,0.23970735165246126,142.0,3
400000066,2023,0.22404371584699453,0.25842696629213485,0.23497267759562843,,,0.23746769593150144,143.0,3
500062007,2023,0.22950819672131148,0.20786516853932585,0.2459016393442623,,,0.226347561077714,144.0,3
985786707,2023,0.21311475409836064,0.24157303370786518,0.2185792349726776,,,0.22341158871827507,145.0,3
980885721,2023,0.2185792349726776,0.2247191011235955,0.22404371584699453,,,0.22177475621940537,146.0,3
400087148,2023,0.10382513661202186,0.15168539325842698,0.12568306010928962,0.926829268292683,,0.2203580889741482,147.0,4
710029011,2023,0.14754098360655737,0.14606741573033707,0.16393442622950818,0.6097560975609756,0.3333333333333333,0.21531440135833588,148.0,5
985346700,2023,0.15846994535519127,0.15730337078651685,0.17486338797814208,0.5853658536585366,,0.21264950199695407,149.0,4
985721702,2023,0.18579234972677597,0.2640449438202247,0.18579234972677597,,,0.21069090239287333,150.0,3
985612708,2023,0.20218579234972678,0.19662921348314608,0.20765027322404372,,,0.20165971745452319,151.0,3
985660302,2023,0.1912568306010929,0.20224719101123595,0.19672131147540983,,,0.1959956909303014,152.0,3
580005215,2023,0.11475409836065574,0.11235955056179775,0.1092896174863388,0.8048780487804879,,0.195805602852492,153.0,4
370053821,2023,0.14207650273224043,0.12921348314606743,0.14207650273224043,0.4878048780487805,0.26666666666666666,0.18638481075873164,154.0,5
400072412,2023,0.12568306010928962,0.1404494382022472,0.13114754098360656,0.5609756097560976,,0.1831456481077981,155.0,4
580005000,2023,0.18032786885245902,0.1853932584269663,0.18032786885245902,,,0.181939583717075,156.0,3
600002843,2023,0.17486338797814208,0.1797752808988764,0.1912568306010929,,,0.18015204541268276,157.0,3
985753107,2023,0.19672131147540983,0.17415730337078653,0.14754098360655737,,,0.17836450710829052,158.0,3
400108408,2023,0.15300546448087432,0.21348314606741572,0.15846994535519127,,,0.17349029063893684,159.0,3
580046998,2023,0.13114754098360656,0.12359550561797752,0.1366120218579235,0.4634146341463415,,0.169997918435622,160.0,4
580111183,2023,0.12021857923497267,0.10674157303370786,0.12021857923497267,0.5365853658536586,0.2,0.1688972517526489,161.0,5
985794709,2023,0.16939890710382513,0.16292134831460675,0.16939890710382513,,,0.167337865670892,162.0,3
580006446,2023,0.16393442622950818,0.16853932584269662,0.15300546448087432,,,0.16291576661810594,163.0,3
580006061,2023,0.1092896174863388,0.11797752808988764,0.11475409836065574,0.5121951219512195,,0.16116378916598156,164.0,4
580004915,2023,0.08196721311475409,0.08426966292134831,0.08743169398907104,0.3170731707317073,0.7333333333333333,0.15794831186681937,165.0,5
985451705,2023,0.1366120218579235,0.1348314606741573,0.10382513661202186,0.17073170731707318,,0.1336504499323866,166.0,4
985710306,2023,0.06557377049180328,0.07303370786516854,0.07650273224043716,0.43902439024390244,,0.11466241967632422,167.0,4
100034834,2023,0.08743169398907104,0.07865168539325842,0.09289617486338798,0.2926829268292683,0.13333333333333333,0.11237315033759004,168.0,5
985452408,2023,0.07103825136612021,0.10112359550561797,0.07103825136612021,0.34146341463414637,0.06666666666666667,0.1085615746765519,169.0,5
985546003,2023,0.09289617486338798,0.09550561797752809,0.09836065573770492,,,0.09496837968932278,170.0,3
118021424,2023,0.09836065573770492,0.0898876404494382,0.08196721311475409,,,0.09193891391349489,171.0,3
580000809,2023,0.07650273224043716,0.06741573033707865,0.06557377049180328,0.21951219512195122,,0.08893371490355169,172.0,4
985786108,2023,0.04918032786885246,0.05056179775280899,0.0546448087431694,0.36585365853658536,,0.08866083529135163,173.0,4
985052701,2023,0.01639344262295082,0.028089887640449437,0.02185792349726776,0.1951219512195122,0.4,0.06871181892064926,174.0,5
985313100,2023,0.03278688524590164,0.02247191011235955,0.04371584699453552,,0.4666666666666667,0.06821186631464768,175.0,4
985795500,2023,0.0273224043715847,0.0449438202247191,0.04918032786885246,0.24390243902439024,,0.06261758966825255,176.0,4
710034905,2023,0.0546448087431694,0.056179775280898875,0.060109289617486336,,,0.05637513465842808,177.0,3
985347206,2023,0.060109289617486336,0.06179775280898876,0.03278688524590164,0.04878048780487805,,0.05375812221927709,178.0,4
640006257,2023,0.03825136612021858,0.03932584269662921,0.03825136612021858,0.0975609756097561,,0.045669372700358056,179.0,4
640351830,2023,0.02185792349726776,0.033707865168539325,0.0273224043715847,0.14634146341463414,,0.041206828130171146,180.0,4
650003624,2023,0.04371584699453552,0.016853932584269662,0.01639344262295082,0.024390243902439025,,0.028410957714292563,181.0,4
530000266,2023,0.00819672131147541,0.008426966292134831,0.00819672131147541,0.12195121951219512,,0.021911729690146417,182.0,4
985336900,2023,0.00819672131147541,0.008426966292134831,0.00819672131147541,0.07317073170731707,,0.016058071153561046,183.0,4
